FIPS,County,State,Civilian NonInst Pop,Percent Any Difficulty,Percent TwoTypes,Percent Hearing difficulty, Percent Vision difficulty,Percent Cognitive difficulty,Percent Ambulatory difficulty, Percent Selfcare difficulty,Percent Independent living difficulty,R_Hearing Difficulty,R_Vision difficulty,R_Cognitive difficulty,R_Ambulatory difficulty,R_Selfcare difficulty,R_Independent living difficulty,R_Overall disability
35041,Roosevelt County, New Mexico,18380,18.83,8.71,6.48,4.49,7.93,7.89,3.05,6.83,0.80,0.86,0.87,0.48,0.61,0.81,0.76
35043,Sandoval County, New Mexico,141793,13.72,6.85,4.05,2.48,4.99,7.51,2.78,5.04,0.29,0.41,0.41,0.43,0.52,0.50,0.33
35045,San Juan County, New Mexico,125242,14.77,6.73,5.63,2.93,4.88,7.34,2.19,4.27,0.67,0.56,0.38,0.40,0.28,0.32,0.43
35047,San Miguel County, New Mexico,27140,28.76,15.64,10.74,6.85,14.29,13.82,6.67,10.25,0.99,0.97,1.00,0.95,0.99,0.98,0.99
35049,Santa Fe County, New Mexico,147742,13.53,6.15,4.58,2.54,5.13,6.64,2.79,4.53,0.43,0.44,0.44,0.29,0.52,0.38,0.31
35051,Sierra County, New Mexico,10772,26.14,13.37,10.67,3.93,9.31,15.26,4.29,8.65,0.99,0.79,0.95,0.98,0.88,0.95,0.98
35053,Socorro County, New Mexico,16748,24.19,17.47,12.71,12.24,15.18,16.23,11.48,13.79,1.00,1.00,1.00,0.99,1.00,1.00,0.95
35055,Taos County, New Mexico,32601,17.84,8.03,6.05,3.79,5.59,10.21,3.01,5.24,0.73,0.77,0.54,0.76,0.60,0.54,0.70
35057,Torrance County, New Mexico,15216,17.05,8.91,5.25,4.37,6.30,8.59,3.89,5.08,0.59,0.85,0.68,0.58,0.82,0.51,0.64
35059,Union County, New Mexico,3485,21.21,11.16,7.29,4.96,6.54,12.08,3.82,8.32,0.89,0.90,0.71,0.89,0.81,0.94,0.88
35061,Valencia County, New Mexico,74556,20.26,10.93,7.16,5.15,8.54,10.83,4.97,7.66,0.87,0.92,0.91,0.81,0.94,0.89,0.84
36001,Albany County, New York,303159,11.29,5.22,2.69,1.93,4.47,5.30,1.76,4.10,0.05,0.20,0.28,0.13,0.13,0.28,0.13
36003,Allegany County, New York,46221,16.05,7.01,4.85,2.13,5.64,8.41,2.78,4.86,0.50,0.28,0.55,0.56,0.52,0.46,0.56
36005,Bronx County, New York,1414023,15.23,7.61,2.43,4.01,6.25,8.75,3.73,5.62,0.03,0.80,0.67,0.60,0.79,0.62,0.47
36007,Broome County, New York,190442,15.69,7.17,4.03,2.38,6.21,7.38,2.74,5.53,0.29,0.37,0.66,0.41,0.50,0.60,0.52
36009,Cattaraugus County, New York,76342,15.96,7.32,4.45,2.06,6.14,8.26,2.89,5.38,0.39,0.25,0.65,0.54,0.56,0.57,0.55
36011,Cayuga County, New York,73839,14.62,5.85,4.51,3.02,5.45,6.63,2.37,4.11,0.41,0.59,0.51,0.29,0.35,0.28,0.42
36013,Chautauqua County, New York,126145,16.17,7.50,4.46,2.64,5.91,8.09,3.10,5.66,0.40,0.48,0.60,0.51,0.62,0.63,0.57
36015,Chemung County, New York,81599,15.28,6.88,4.10,2.36,6.03,7.30,2.98,5.48,0.30,0.37,0.63,0.40,0.59,0.59,0.48
36017,Chenango County, New York,47305,19.05,8.70,5.12,2.99,7.13,9.37,3.06,5.78,0.56,0.58,0.79,0.67,0.61,0.65,0.77
36019,Clinton County, New York,75998,16.28,7.76,4.24,2.49,6.81,8.24,2.81,5.40,0.33,0.42,0.75,0.53,0.53,0.58,0.58
36021,Columbia County, New York,58739,14.80,6.20,5.12,2.00,5.32,6.91,2.63,4.98,0.56,0.23,0.49,0.34,0.45,0.49,0.43
36023,Cortland County, New York,47408,12.99,5.82,3.33,2.14,4.49,6.78,2.65,4.39,0.14,0.28,0.29,0.32,0.46,0.34,0.26
36025,Delaware County, New York,44562,17.18,7.86,4.78,2.31,5.55,9.01,3.44,6.09,0.48,0.35,0.53,0.62,0.73,0.70,0.65
36027,Dutchess County, New York,285513,12.71,6.09,3.73,1.96,4.67,6.37,2.71,4.87,0.22,0.22,0.33,0.26,0.49,0.46,0.24
36029,Erie County, New York,907930,13.24,6.27,3.36,2.25,4.88,6.82,2.51,4.79,0.15,0.32,0.38,0.32,0.40,0.44,0.28
36031,Essex County, New York,35066,16.89,7.13,6.03,3.56,5.93,7.76,2.95,5.05,0.73,0.73,0.61,0.47,0.58,0.50,0.62
36033,Franklin County, New York,45835,15.75,7.50,4.43,2.31,6.48,7.31,2.21,5.01,0.39,0.35,0.70,0.40,0.29,0.50,0.53
36035,Fulton County, New York,52878,16.72,8.60,5.03,2.56,6.23,8.66,3.50,6.35,0.54,0.45,0.66,0.59,0.74,0.74,0.61
36037,Genesee County, New York,57314,14.71,6.68,3.66,2.27,5.63,7.43,2.76,5.16,0.20,0.33,0.55,0.42,0.51,0.53,0.42
36039,Greene County, New York,44501,13.90,7.35,2.92,2.58,5.02,6.90,2.95,6.52,0.07,0.46,0.41,0.34,0.58,0.77,0.34
36041,Hamilton County, New York,4493,27.67,16.34,9.66,7.43,6.94,15.80,9.19,16.18,0.98,0.98,0.77,0.98,1.00,1.00,0.99
36043,Herkimer County, New York,61428,15.98,6.37,4.14,2.52,6.17,7.42,2.54,4.39,0.31,0.43,0.65,0.41,0.42,0.34,0.55
36045,Jefferson County, New York,100713,14.89,6.69,4.51,2.62,5.70,7.08,2.41,4.41,0.41,0.47,0.56,0.37,0.36,0.35,0.44
36047,Kings County, New York,2576511,9.98,5.30,1.88,1.94,3.53,6.45,2.65,4.37,0.01,0.21,0.12,0.26,0.46,0.34,0.07
36049,Lewis County, New York,26263,14.20,6.98,4.28,1.95,5.29,7.19,2.58,5.02,0.35,0.22,0.48,0.38,0.43,0.50,0.37
36051,Livingston County, New York,61017,12.72,5.78,4.09,1.61,4.77,6.09,2.28,4.31,0.30,0.10,0.35,0.22,0.31,0.32,0.24
36053,Madison County, New York,70712,12.39,6.04,3.18,1.31,4.78,6.46,2.64,4.96,0.11,0.04,0.36,0.27,0.46,0.48,0.21
36055,Monroe County, New York,736134,13.88,6.28,3.39,2.04,5.75,6.59,2.28,4.99,0.15,0.24,0.57,0.29,0.31,0.49,0.34
36057,Montgomery County, New York,48528,16.46,7.59,4.24,3.00,6.51,8.07,2.71,5.76,0.34,0.58,0.71,0.51,0.48,0.65,0.59
36059,Nassau County, New York,1346804,8.40,4.15,2.37,1.25,2.71,4.53,2.06,3.52,0.03,0.03,0.04,0.06,0.23,0.16,0.02
36061,New York County, New York,1621173,10.28,5.27,2.14,1.97,3.85,6.16,2.61,4.17,0.02,0.22,0.17,0.23,0.44,0.29,0.08
36063,Niagara County, New York,208743,13.86,6.59,3.68,1.81,4.83,7.50,2.81,5.01,0.21,0.16,0.37,0.43,0.53,0.50,0.34
36065,Oneida County, New York,222440,14.42,7.06,3.83,2.17,5.55,7.60,2.92,5.40,0.24,0.30,0.53,0.44,0.57,0.58,0.40
36067,Onondaga County, New York,457795,12.69,5.99,3.48,2.05,5.18,6.45,2.46,4.44,0.17,0.25,0.45,0.26,0.38,0.36,0.23
36069,Ontario County, New York,108596,12.70,5.51,3.98,2.10,4.55,6.30,2.26,4.34,0.27,0.27,0.30,0.24,0.30,0.33,0.23
36071,Orange County, New York,371460,12.03,6.16,3.37,2.34,4.97,6.27,3.01,4.64,0.15,0.36,0.40,0.24,0.60,0.42,0.19
36073,Orleans County, New York,38200,16.48,6.66,5.58,3.01,5.75,8.29,2.53,4.32,0.66,0.59,0.57,0.54,0.41,0.33,0.59
36075,Oswego County, New York,117628,15.02,6.77,4.05,2.12,5.45,7.41,2.70,5.15,0.29,0.28,0.51,0.41,0.48,0.53,0.45
36077,Otsego County, New York,59306,14.75,6.85,4.27,1.91,5.50,7.75,3.06,5.00,0.34,0.19,0.52,0.46,0.61,0.49,0.43
36079,Putnam County, New York,98320,9.92,4.71,3.05,1.22,3.58,5.19,2.37,3.91,0.09,0.03,0.13,0.12,0.35,0.24,0.06
36081,Queens County, New York,2272058,9.61,4.95,2.09,2.06,3.22,5.73,2.56,4.13,0.01,0.25,0.08,0.18,0.42,0.28,0.05
36083,Rensselaer County, New York,157380,14.00,6.36,3.46,1.62,5.58,7.24,2.34,5.11,0.16,0.11,0.54,0.39,0.33,0.52,0.35
36085,Richmond County, New York,470833,9.83,5.18,2.12,1.64,3.12,5.96,2.57,4.44,0.01,0.11,0.07,0.20,0.43,0.36,0.06
36087,Rockland County, New York,322460,9.08,4.21,2.70,1.36,3.27,4.42,2.20,3.50,0.05,0.05,0.09,0.06,0.28,0.16,0.04
36089,St. Lawrence County, New York,105260,16.57,7.50,5.62,2.96,5.80,8.09,2.62,5.10,0.67,0.57,0.58,0.51,0.45,0.52,0.60
36091,Saratoga County, New York,225586,11.19,4.77,3.93,2.29,3.76,5.09,1.75,3.40,0.26,0.34,0.15,0.11,0.13,0.14,0.13
36093,Schenectady County, New York,153085,13.50,6.90,3.00,2.09,5.56,6.69,2.72,5.59,0.08,0.27,0.54,0.30,0.49,0.62,0.30
36095,Schoharie County, New York,31148,16.47,7.58,5.16,2.64,6.25,8.11,3.17,5.36,0.57,0.47,0.67,0.52,0.64,0.57,0.59
36097,Schuyler County, New York,17793,17.55,7.87,5.00,2.18,5.80,9.04,3.83,5.56,0.53,0.30,0.58,0.63,0.81,0.61,0.68
36099,Seneca County, New York,31683,17.62,6.98,5.54,1.95,6.82,8.23,2.65,4.93,0.65,0.21,0.76,0.53,0.46,0.47,0.68
36101,Steuben County, New York,95301,14.99,6.55,4.33,2.04,5.57,7.57,2.55,4.79,0.36,0.24,0.54,0.44,0.42,0.44,0.45
36103,Suffolk County, New York,1471674,9.60,4.66,2.55,1.43,3.35,5.01,2.19,3.86,0.04,0.06,0.10,0.10,0.28,0.23,0.05
36105,Sullivan County, New York,72998,16.41,8.00,4.87,3.19,6.29,8.50,3.58,5.95,0.50,0.64,0.67,0.57,0.76,0.68,0.59
36107,Tioga County, New York,48307,15.25,6.51,4.90,2.72,4.90,7.54,2.49,4.66,0.51,0.50,0.38,0.43,0.40,0.42,0.48
36109,Tompkins County, New York,101802,9.74,3.57,2.71,1.28,3.96,3.71,1.52,3.05,0.05,0.04,0.19,0.02,0.08,0.09,0.06
36111,Ulster County, New York,174315,13.75,6.18,4.28,2.18,4.65,6.79,2.77,4.79,0.35,0.30,0.33,0.32,0.51,0.44,0.33
36113,Warren County, New York,63639,14.77,6.24,4.26,1.71,5.65,7.03,1.91,4.46,0.34,0.13,0.55,0.36,0.18,0.37,0.43
36115,Washington County, New York,58570,14.91,7.57,4.19,1.70,5.34,7.71,2.94,5.77,0.32,0.13,0.49,0.46,0.58,0.65,0.44
36117,Wayne County, New York,89743,15.27,6.94,4.21,2.21,5.76,7.77,2.86,4.96,0.33,0.31,0.57,0.47,0.55,0.48,0.48
36119,Westchester County, New York,956650,9.51,4.61,2.52,1.62,3.37,5.09,2.18,3.67,0.04,0.11,0.10,0.11,0.27,0.19,0.05
36121,Wyoming County, New York,37846,13.69,5.88,4.04,2.01,4.63,6.96,2.65,4.37,0.29,0.24,0.32,0.35,0.46,0.34,0.33
36123,Yates County, New York,24685,11.68,4.93,3.97,1.62,4.71,4.60,1.73,3.98,0.27,0.11,0.34,0.07,0.13,0.25,0.16
37001,Alamance County, North Carolina,162195,13.49,6.33,4.17,2.43,5.19,7.00,2.27,4.27,0.32,0.40,0.45,0.35,0.31,0.31,0.30
37003,Alexander County, North Carolina,35908,17.80,8.13,4.60,2.45,6.09,9.93,3.63,6.59,0.43,0.40,0.64,0.73,0.77,0.78,0.69
37005,Alleghany County, North Carolina,10896,20.12,10.82,6.53,3.33,6.31,12.33,5.25,7.76,0.81,0.68,0.68,0.90,0.96,0.90,0.83
37007,Anson County, North Carolina,23128,18.45,9.69,4.32,2.51,7.29,10.93,3.24,6.87,0.36,0.42,0.81,0.82,0.66,0.82,0.74
37009,Ashe County, North Carolina,26597,15.85,7.95,5.70,2.56,5.15,8.24,3.39,6.01,0.68,0.45,0.44,0.53,0.71,0.69,0.54
37011,Avery County, North Carolina,14884,20.40,9.59,7.50,4.04,6.68,10.56,3.72,7.07,0.90,0.81,0.73,0.79,0.79,0.84,0.84
37013,Beaufort County, North Carolina,46791,18.10,9.56,4.69,2.80,5.76,10.63,4.99,8.02,0.46,0.52,0.57,0.79,0.94,0.92,0.72
37015,Bertie County, North Carolina,18105,22.39,11.25,6.07,3.80,7.46,14.39,5.18,7.01,0.74,0.78,0.83,0.97,0.96,0.84,0.91
37017,Bladen County, North Carolina,33117,18.87,9.22,5.05,3.86,5.50,11.21,4.20,5.98,0.55,0.79,0.52,0.84,0.87,0.69,0.77
37019,Brunswick County, North Carolina,130804,16.38,7.26,5.61,3.07,5.55,8.36,2.98,5.30,0.66,0.61,0.53,0.55,0.59,0.56,0.58
37021,Buncombe County, North Carolina,253150,13.33,7.10,3.85,2.33,5.79,6.60,2.70,5.79,0.25,0.35,0.58,0.29,0.48,0.65,0.29
37023,Burke County, North Carolina,87554,20.21,10.57,7.25,4.59,7.33,10.39,3.86,6.97,0.88,0.87,0.82,0.77,0.82,0.83,0.84
37025,Cabarrus County, North Carolina,205208,10.48,4.94,2.72,1.80,3.61,5.61,2.11,3.71,0.05,0.16,0.13,0.17,0.25,0.20,0.09
37027,Caldwell County, North Carolina,81040,18.57,8.70,4.82,3.29,7.21,10.50,3.61,6.15,0.49,0.67,0.80,0.78,0.77,0.71,0.75
37029,Camden County, North Carolina,10396,14.28,7.09,4.96,2.11,4.24,6.74,3.22,6.68,0.53,0.27,0.24,0.31,0.66,0.78,0.38
37031,Carteret County, North Carolina,67596,18.83,8.23,6.66,4.47,6.36,8.89,3.20,5.37,0.82,0.86,0.69,0.61,0.66,0.57,0.76
37033,Caswell County, North Carolina,21730,19.94,9.29,5.02,4.86,6.85,10.50,3.24,6.98,0.54,0.89,0.76,0.78,0.67,0.83,0.82
37035,Catawba County, North Carolina,156051,14.17,6.97,4.54,2.75,5.49,7.71,3.21,5.25,0.41,0.51,0.52,0.46,0.66,0.55,0.37
37037,Chatham County, North Carolina,70728,15.72,6.85,5.60,4.54,5.33,6.84,2.32,4.44,0.66,0.87,0.49,0.33,0.33,0.36,0.53
37039,Cherokee County, North Carolina,27657,19.67,10.96,7.60,4.24,6.33,11.38,4.52,7.50,0.91,0.84,0.68,0.85,0.91,0.88,0.81
37041,Chowan County, North Carolina,13824,16.91,7.57,4.30,2.87,4.78,9.24,3.13,5.65,0.35,0.54,0.36,0.66,0.63,0.63,0.62
37043,Clay County, North Carolina,10922,17.74,7.46,5.62,4.16,4.10,10.84,1.87,4.09,0.67,0.83,0.22,0.81,0.16,0.27,0.69
37045,Cleveland County, North Carolina,97038,16.11,8.71,4.57,3.72,5.29,9.71,3.82,6.41,0.42,0.76,0.48,0.71,0.81,0.75,0.56
37047,Columbus County, North Carolina,53109,19.70,10.23,4.12,3.80,6.44,12.35,4.62,8.01,0.31,0.78,0.70,0.90,0.92,0.92,0.81
37049,Craven County, North Carolina,94907,16.37,7.61,4.91,3.58,4.91,8.77,3.10,4.99,0.51,0.73,0.39,0.60,0.62,0.49,0.58
37051,Cumberland County, North Carolina,301989,17.50,8.52,4.42,3.70,7.57,9.19,3.47,5.58,0.39,0.75,0.84,0.65,0.73,0.62,0.67
37053,Currituck County, North Carolina,25929,14.75,7.67,4.84,2.74,5.53,7.81,3.17,5.06,0.49,0.50,0.53,0.47,0.65,0.51,0.43
37055,Dare County, North Carolina,36022,12.44,5.77,3.58,1.95,4.49,6.09,2.04,4.55,0.18,0.21,0.29,0.22,0.22,0.39,0.22
37057,Davidson County, North Carolina,163689,15.61,7.86,4.09,2.57,6.14,8.68,2.74,5.37,0.30,0.45,0.65,0.59,0.50,0.57,0.51
37059,Davie County, North Carolina,41936,16.48,7.66,5.56,2.12,7.21,8.20,3.79,5.90,0.66,0.28,0.80,0.53,0.81,0.67,0.59
37061,Duplin County, North Carolina,58571,19.09,10.48,5.37,4.70,8.15,10.92,4.13,8.33,0.62,0.88,0.89,0.82,0.86,0.94,0.78
37063,Durham County, North Carolina,306362,9.67,4.68,2.55,2.15,3.75,5.21,2.04,3.39,0.04,0.29,0.15,0.12,0.22,0.14,0.05
37065,Edgecombe County, North Carolina,52117,16.67,8.26,3.21,2.52,7.02,9.13,3.17,6.78,0.12,0.43,0.78,0.64,0.64,0.80,0.61
37067,Forsyth County, North Carolina,372038,10.28,4.80,2.53,1.73,3.80,5.34,2.02,3.63,0.04,0.14,0.16,0.13,0.21,0.18,0.08
37069,Franklin County, North Carolina,65468,15.38,8.58,4.67,3.28,6.11,8.59,3.14,5.84,0.45,0.67,0.64,0.58,0.64,0.66,0.49
37071,Gaston County, North Carolina,217088,15.20,7.63,4.29,3.02,5.31,8.47,2.83,5.53,0.35,0.59,0.48,0.56,0.54,0.61,0.47
37073,Gates County, North Carolina,11493,22.70,10.84,5.15,5.27,8.62,12.81,3.11,7.22,0.57,0.92,0.92,0.92,0.63,0.85,0.92
37075,Graham County, North Carolina,8402,21.67,9.82,6.92,4.24,7.07,10.87,3.64,7.89,0.85,0.83,0.79,0.81,0.77,0.91,0.89
37077,Granville County, North Carolina,56456,15.81,8.41,4.48,3.89,7.36,8.94,4.10,6.02,0.40,0.79,0.82,0.62,0.86,0.70,0.54
37079,Greene County, North Carolina,18673,21.36,10.96,5.97,5.68,8.60,11.47,3.65,6.68,0.72,0.95,0.91,0.86,0.78,0.79,0.88
37081,Guilford County, North Carolina,523811,11.27,5.56,2.74,1.89,4.56,5.94,2.43,4.30,0.06,0.19,0.30,0.20,0.38,0.32,0.13
37083,Halifax County, North Carolina,49917,18.46,8.97,4.16,3.56,6.56,10.58,3.19,6.87,0.32,0.72,0.72,0.79,0.65,0.81,0.74
37085,Harnett County, North Carolina,126281,13.26,6.20,3.61,2.63,4.73,6.96,2.47,4.14,0.19,0.47,0.34,0.35,0.39,0.28,0.28
37087,Haywood County, North Carolina,60596,18.43,9.62,5.46,3.60,6.51,10.85,3.22,6.92,0.64,0.73,0.71,0.81,0.66,0.82,0.74
37089,Henderson County, North Carolina,113773,15.50,6.98,5.66,2.95,5.12,7.96,2.41,4.58,0.67,0.57,0.44,0.49,0.37,0.40,0.50
37091,Hertford County, North Carolina,22534,20.97,11.05,4.98,5.51,8.73,13.09,4.99,8.17,0.53,0.94,0.93,0.93,0.94,0.92,0.87
37093,Hoke County, North Carolina,50096,18.09,8.76,4.24,4.24,7.48,9.63,3.74,5.92,0.34,0.84,0.83,0.70,0.80,0.68,0.72
37095,Hyde County, North Carolina,4626,17.21,10.68,4.09,3.05,5.49,12.26,4.22,9.73,0.30,0.60,0.52,0.90,0.88,0.98,0.65
37097,Iredell County, North Carolina,174408,12.66,5.89,3.69,2.39,4.25,6.63,2.30,4.18,0.21,0.38,0.24,0.29,0.32,0.29,0.23
37099,Jackson County, North Carolina,42722,14.24,6.79,3.77,3.91,5.75,7.19,2.41,4.41,0.23,0.79,0.57,0.38,0.36,0.35,0.38
37101,Johnston County, North Carolina,195340,13.40,6.00,3.14,1.88,4.60,7.99,2.14,4.80,0.11,0.18,0.31,0.50,0.25,0.45,0.29
37103,Jones County, North Carolina,9527,24.64,13.91,8.46,7.21,8.73,13.58,5.01,8.60,0.95,0.98,0.93,0.94,0.95,0.95,0.96
37105,Lee County, North Carolina,59339,16.21,6.67,4.85,4.37,4.91,7.59,2.49,4.01,0.50,0.85,0.39,0.44,0.40,0.26,0.57
37107,Lenoir County, North Carolina,55509,23.86,12.40,5.57,5.05,10.06,12.79,5.02,9.40,0.66,0.91,0.97,0.92,0.95,0.97,0.95
37109,Lincoln County, North Carolina,82293,14.20,6.57,3.77,2.14,5.59,7.18,2.44,4.68,0.23,0.29,0.54,0.38,0.38,0.43,0.37
37111,McDowell County, North Carolina,44328,20.48,9.69,6.93,3.67,7.37,11.16,3.98,6.72,0.85,0.75,0.82,0.84,0.84,0.79,0.85
37113,Macon County, North Carolina,34625,17.92,9.36,6.62,3.95,5.80,10.41,3.32,6.39,0.82,0.80,0.58,0.77,0.69,0.75,0.70
37115,Madison County, North Carolina,21263,17.15,9.72,5.62,2.41,6.70,9.19,4.05,8.00,0.67,0.39,0.74,0.65,0.85,0.92,0.65
37117,Martin County, North Carolina,22698,18.97,8.80,4.32,3.45,6.37,12.03,3.85,6.83,0.36,0.70,0.69,0.89,0.82,0.81,0.77
37119,Mecklenburg County, North Carolina,1069233,7.97,3.60,2.12,1.48,3.15,3.90,1.65,2.65,0.01,0.07,0.07,0.03,0.11,0.05,0.02
37121,Mitchell County, North Carolina,14897,20.37,9.85,8.05,4.50,5.76,11.08,3.05,6.04,0.93,0.86,0.57,0.83,0.61,0.70,0.84
37123,Montgomery County, North Carolina,26174,14.87,9.21,4.74,2.80,4.71,9.31,4.14,7.32,0.47,0.52,0.34,0.67,0.86,0.87,0.44
37125,Moore County, North Carolina,93620,15.71,7.44,5.46,2.86,5.16,8.40,3.39,5.13,0.64,0.54,0.44,0.56,0.71,0.52,0.53
37127,Nash County, North Carolina,92736,17.09,8.25,4.29,3.61,5.82,9.68,3.27,6.08,0.35,0.73,0.58,0.71,0.68,0.70,0.64
37129,New Hanover County, North Carolina,225237,12.47,5.88,3.63,2.24,5.03,5.88,2.05,4.23,0.20,0.32,0.42,0.19,0.23,0.31,0.22
37131,Northampton County, North Carolina,19111,20.84,10.87,5.56,4.11,7.04,11.60,4.44,6.94,0.66,0.82,0.78,0.87,0.90,0.82,0.86
37133,Onslow County, North Carolina,157477,17.46,6.97,4.89,4.30,7.01,7.34,2.40,4.98,0.51,0.84,0.78,0.40,0.36,0.49,0.67
37135,Orange County, North Carolina,144191,8.88,3.36,2.35,1.65,3.33,3.97,1.16,2.59,0.03,0.12,0.10,0.03,0.03,0.05,0.03
37137,Pamlico County, North Carolina,11977,20.01,10.27,6.65,4.13,5.78,10.97,5.04,7.97,0.82,0.82,0.57,0.82,0.95,0.91,0.83
37139,Pasquotank County, North Carolina,37957,15.97,8.24,4.30,3.20,6.20,8.85,2.83,5.77,0.35,0.65,0.66,0.61,0.54,0.65,0.55
37141,Pender County, North Carolina,58921,16.44,7.59,4.67,2.37,6.79,8.34,3.31,6.02,0.45,0.37,0.75,0.55,0.69,0.70,0.59
37143,Perquimans County, North Carolina,13274,16.74,7.51,5.55,2.50,4.67,8.93,3.36,5.88,0.66,0.42,0.33,0.62,0.70,0.67,0.61
37145,Person County, North Carolina,38957,19.65,9.47,4.20,3.32,8.41,9.84,3.92,7.26,0.33,0.68,0.90,0.72,0.83,0.86,0.81
37147,Pitt County, North Carolina,177203,13.59,6.57,3.23,2.61,5.61,7.34,2.63,4.51,0.12,0.47,0.54,0.40,0.45,0.38,0.31
37149,Polk County, North Carolina,20272,19.96,10.62,7.28,3.91,6.90,10.57,4.29,7.12,0.89,0.79,0.77,0.79,0.89,0.85,0.83
37151,Randolph County, North Carolina,141792,16.06,7.70,4.45,3.17,6.45,8.54,2.91,5.13,0.39,0.64,0.70,0.57,0.56,0.52,0.56
37153,Richmond County, North Carolina,43619,19.00,10.26,4.63,4.56,7.37,10.93,4.54,7.11,0.44,0.87,0.82,0.82,0.91,0.84,0.77
37155,Robeson County, North Carolina,130886,16.30,8.72,4.13,3.49,6.11,10.61,3.75,6.07,0.31,0.71,0.64,0.79,0.80,0.70,0.58
37157,Rockingham County, North Carolina,89945,15.55,8.00,3.86,2.55,5.61,8.83,3.37,5.42,0.25,0.44,0.54,0.61,0.71,0.58,0.51
37159,Rowan County, North Carolina,137980,15.78,8.30,4.22,2.89,6.20,8.81,3.40,6.11,0.33,0.55,0.66,0.60,0.71,0.71,0.53
37161,Rutherford County, North Carolina,65610,19.58,9.71,6.83,3.98,6.66,10.47,4.21,6.69,0.84,0.80,0.73,0.78,0.87,0.79,0.80
37163,Sampson County, North Carolina,62713,17.62,8.48,4.61,3.57,6.43,10.49,3.17,5.83,0.44,0.73,0.70,0.78,0.65,0.66,0.68
37165,Scotland County, North Carolina,33249,17.90,10.58,5.00,4.85,7.01,11.77,4.09,7.76,0.53,0.89,0.78,0.88,0.86,0.90,0.70
37167,Stanly County, North Carolina,60203,14.92,7.43,4.61,1.93,5.66,7.75,3.06,5.76,0.44,0.20,0.55,0.46,0.62,0.65,0.44
37169,Stokes County, North Carolina,45305,15.60,7.27,4.17,2.49,4.63,9.09,3.02,5.37,0.32,0.41,0.32,0.64,0.60,0.57,0.51
37171,Surry County, North Carolina,71158,20.17,10.97,6.44,5.17,7.57,10.98,3.91,7.51,0.79,0.92,0.84,0.83,0.83,0.88,0.84
37173,Swain County, North Carolina,14079,19.55,9.90,7.50,3.82,7.19,9.92,3.80,6.67,0.90,0.78,0.80,0.73,0.81,0.78,0.80
37175,Transylvania County, North Carolina,33285,15.66,7.19,5.70,2.65,3.86,8.10,3.74,4.67,0.68,0.48,0.17,0.52,0.80,0.42,0.52
37177,Tyrrell County, North Carolina,3356,21.96,11.50,3.22,3.25,5.57,15.61,5.72,8.13,0.12,0.66,0.54,0.98,0.98,0.92,0.90
37179,Union County, North Carolina,229942,9.37,4.33,2.54,1.59,3.72,4.43,1.89,3.25,0.04,0.10,0.15,0.06,0.17,0.12,0.04
37181,Vance County, North Carolina,44052,19.03,10.84,5.04,4.97,8.06,10.94,4.62,8.15,0.54,0.90,0.88,0.82,0.92,0.92,0.77
37183,Wake County, North Carolina,1061002,8.55,3.76,2.19,1.69,3.44,4.05,1.43,2.82,0.02,0.13,0.11,0.04,0.06,0.07,0.02
37185,Warren County, North Carolina,19012,18.07,10.05,5.80,4.12,6.59,9.84,3.76,7.01,0.70,0.82,0.72,0.72,0.80,0.84,0.72
37187,Washington County, North Carolina,11759,21.71,12.34,5.86,4.85,7.01,13.09,5.88,9.52,0.71,0.89,0.78,0.93,0.98,0.97,0.89
37189,Watauga County, North Carolina,54623,10.98,4.92,3.06,2.35,3.77,5.21,2.06,3.84,0.10,0.36,0.16,0.12,0.23,0.22,0.12
37191,Wayne County, North Carolina,119247,16.25,8.23,4.28,2.98,6.41,9.01,3.49,5.85,0.35,0.58,0.69,0.63,0.74,0.66,0.57
37193,Wilkes County, North Carolina,67621,18.74,9.77,5.83,3.41,7.06,10.53,3.89,6.84,0.70,0.69,0.79,0.78,0.82,0.81,0.76
37195,Wilson County, North Carolina,80405,15.38,8.13,3.56,3.01,5.59,8.91,3.41,6.57,0.18,0.59,0.54,0.61,0.72,0.77,0.49
37197,Yadkin County, North Carolina,37326,16.47,8.66,4.58,3.36,5.96,9.09,3.53,6.62,0.42,0.68,0.61,0.64,0.75,0.78,0.59
37199,Yancey County, North Carolina,17589,19.18,8.29,5.92,3.07,7.88,10.25,3.14,6.34,0.72,0.61,0.87,0.76,0.64,0.74,0.78
38001,Adams County, North Dakota,2244,10.12,4.72,3.61,3.74,2.76,6.51,1.43,2.76,0.19,0.77,0.04,0.27,0.06,0.06,0.07
38003,Barnes County, North Dakota,10511,14.53,7.39,5.18,3.62,5.22,6.60,2.13,4.23,0.57,0.74,0.46,0.29,0.25,0.31,0.41
38005,Benson County, North Dakota,6863,15.93,6.27,5.20,5.14,5.20,7.47,1.70,3.02,0.58,0.92,0.46,0.42,0.12,0.08,0.55
38007,Billings County, North Dakota,922,13.77,4.77,5.10,2.39,4.45,6.18,1.84,2.60,0.55,0.38,0.28,0.23,0.16,0.05,0.33
38009,Bottineau County, North Dakota,6365,15.93,4.82,6.38,1.79,4.76,6.50,1.74,3.17,0.78,0.16,0.35,0.27,0.13,0.10,0.55
38011,Bowman County, North Dakota,3080,10.88,3.57,4.12,1.95,2.99,4.38,2.01,2.56,0.31,0.21,0.06,0.06,0.21,0.04,0.11
